FECHA;FECHAAPERTURA;TARJETA;CORREDOR;LINEA;SENTIDO
01/01/2019 05:02:38 AM;01/01/2019 05:02:04 AM;5429115;Cor 8 Rojo;L80;Ida
01/01/2019 05:03:04 AM;01/01/2019 05:02:04 AM;5301290;Cor 8 Rojo;L80;Ida
01/01/2019 05:03:59 AM;01/01/2019 04:33:20 AM;5578731;Cor 1 Naranja;L11;Vuelta
01/01/2019 05:05:11 AM;01/01/2019 04:00:59 AM;3137040;Cor 3 Rojo;L30;Vuelta
01/01/2019 05:05:59 AM;01/01/2019 03:16:14 AM;5011958;Cor 1 Naranja;L10;Vuelta
01/01/2019 05:06:05 AM;01/01/2019 03:16:14 AM;5011958;Cor 1 Naranja;L10;Vuelta
01/01/2019 05:06:42 AM;01/01/2019 04:33:20 AM;2893564;Cor 1 Naranja;L11;Vuelta
01/01/2019 05:08:03 AM;01/01/2019 03:16:14 AM;5760618;Cor 1 Naranja;L10;Vuelta
01/01/2019 05:08:41 AM;01/01/2019 04:00:50 AM;3008115;Cor 7 Azul;L70;Vuelta
01/01/2019 05:09:22 AM;01/01/2019 04:55:55 AM;3695313;Cor 1 Naranja;L12;Vuelta
01/01/2019 05:09:24 AM;01/01/2019 04:55:55 AM;3695313;Cor 1 Naranja;L12;Vuelta
01/01/2019 05:11:07 AM;01/01/2019 04:00:51 AM;5677228;Cor 8 Rojo;L80;Vuelta
01/01/2019 05:11:10 AM;01/01/2019 05:04:31 AM;4971913;Cor 6 Naranja;L65;Vuelta
01/01/2019 05:12:28 AM;01/01/2019 05:07:40 AM;3993711;Cor 3 Rojo;L32;Ida
01/01/2019 05:12:32 AM;01/01/2019 05:07:40 AM;3993711;Cor 3 Rojo;L32;Ida
01/01/2019 05:12:46 AM;01/01/2019 05:02:04 AM;5967524;Cor 6 Naranja;L68;Ida
01/01/2019 05:13:36 AM;01/01/2019 03:16:14 AM;3750138;Cor 1 Naranja;L10;Vuelta
01/01/2019 05:14:13 AM;01/01/2019 05:02:04 AM;3431214;Cor 6 Naranja;L68;Ida
01/01/2019 05:14:21 AM;01/01/2019 05:02:04 AM;3431214;Cor 6 Naranja;L68;Ida
01/01/2019 05:14:25 AM;01/01/2019 05:01:58 AM;8009605;Cor 2 Azul;L25;Vuelta
01/01/2019 05:14:35 AM;01/01/2019 05:04:31 AM;3368197;Cor 6 Naranja;L65;Vuelta
01/01/2019 05:14:37 AM;01/01/2019 05:04:31 AM;3368197;Cor 6 Naranja;L65;Vuelta
01/01/2019 05:14:41 AM;01/01/2019 05:04:31 AM;3368197;Cor 6 Naranja;L65;Vuelta
01/01/2019 05:14:46 AM;01/01/2019 05:04:31 AM;5375237;Cor 6 Naranja;L65;Vuelta
01/01/2019 05:15:34 AM;01/01/2019 04:58:53 AM;3639549;Cor 1 Naranja;L11;Vuelta
01/01/2019 05:15:59 AM;01/01/2019 05:04:31 AM;8076245;Cor 6 Naranja;L65;Vuelta
01/01/2019 05:16:18 AM;01/01/2019 05:05:43 AM;6091361;Cor 2 Azul;L21;Ida
01/01/2019 05:16:23 AM;01/01/2019 04:00:59 AM;2922576;Cor 3 Rojo;L30;Vuelta
01/01/2019 05:16:33 AM;01/01/2019 04:58:53 AM;3937740;Cor 1 Naranja;L11;Vuelta
01/01/2019 05:16:35 AM;01/01/2019 04:58:53 AM;3937740;Cor 1 Naranja;L11;Vuelta
01/01/2019 05:17:07 AM;01/01/2019 04:44:57 AM;5201347;Cor 1 Naranja;L12;Ida
01/01/2019 05:17:09 AM;01/01/2019 04:44:57 AM;3580534;Cor 1 Naranja;L12;Ida
01/01/2019 05:18:28 AM;01/01/2019 05:04:31 AM;2266702;Cor 6 Naranja;L65;Vuelta
01/01/2019 05:18:47 AM;01/01/2019 04:47:06 AM;4937861;Cor 6 Naranja;L65;Ida
01/01/2019 05:18:52 AM;01/01/2019 04:44:57 AM;5840733;Cor 1 Naranja;L12;Ida
01/01/2019 05:20:28 AM;01/01/2019 04:58:35 AM;3001818;Cor 6 Naranja;L60;Vuelta
01/01/2019 05:20:47 AM;01/01/2019 05:15:02 AM;8095985;Cor 4 Amarillo;L43;Ida
01/01/2019 05:21:30 AM;01/01/2019 05:09:17 AM;5213776;Cor 6 Naranja;L64;Vuelta
01/01/2019 05:21:58 AM;01/01/2019 05:01:46 AM;3518394;Cor 3 Rojo;L30;Ida
01/01/2019 05:22:28 AM;01/01/2019 04:58:35 AM;5376847;Cor 6 Naranja;L60;Vuelta
01/01/2019 05:22:32 AM;01/01/2019 04:58:35 AM;4439970;Cor 6 Naranja;L60;Vuelta
01/01/2019 05:22:47 AM;01/01/2019 04:30:24 AM;5992762;Cor 4 Amarillo;L40;Ida
01/01/2019 05:24:01 AM;01/01/2019 05:00:03 AM;3590034;Cor 1 Naranja;L10;Ida
01/01/2019 05:24:15 AM;01/01/2019 04:44:57 AM;8082056;Cor 1 Naranja;L12;Ida
01/01/2019 05:24:20 AM;01/01/2019 04:33:20 AM;3877992;Cor 1 Naranja;L11;Vuelta
01/01/2019 05:24:33 AM;01/01/2019 04:49:52 AM;5627580;Cor 1 Naranja;L18;Vuelta
01/01/2019 05:25:54 AM;01/01/2019 04:47:06 AM;5471666;Cor 6 Naranja;L65;Ida
01/01/2019 05:26:25 AM;01/01/2019 04:58:53 AM;4080019;Cor 1 Naranja;L11;Vuelta
01/01/2019 05:26:59 AM;01/01/2019 05:15:47 AM;2917512;Cor 8 Rojo;L81;Ida
01/01/2019 05:27:00 AM;01/01/2019 05:09:17 AM;4913347;Cor 6 Naranja;L64;Vuelta
01/01/2019 05:27:02 AM;01/01/2019 05:09:17 AM;8099814;Cor 6 Naranja;L64;Vuelta
01/01/2019 05:27:14 AM;01/01/2019 05:07:40 AM;6069150;Cor 3 Rojo;L32;Ida
01/01/2019 05:28:03 AM;01/01/2019 05:15:47 AM;3245026;Cor 8 Rojo;L81;Ida
01/01/2019 05:28:22 AM;01/01/2019 05:04:31 AM;5356741;Cor 6 Naranja;L65;Vuelta
01/01/2019 05:29:06 AM;01/01/2019 05:15:47 AM;5879580;Cor 8 Rojo;L81;Ida
01/01/2019 05:29:48 AM;01/01/2019 05:01:46 AM;8077228;Cor 3 Rojo;L30;Ida
01/01/2019 05:29:50 AM;01/01/2019 05:01:46 AM;8077228;Cor 3 Rojo;L30;Ida
01/01/2019 05:30:32 AM;01/01/2019 05:04:31 AM;6091361;Cor 6 Naranja;L65;Vuelta
01/01/2019 05:31:30 AM;01/01/2019 05:29:12 AM;8006121;Cor 5 Amarillo;L53;Vuelta
01/01/2019 05:32:37 AM;01/01/2019 05:24:20 AM;5275853;Cor 6 Naranja;L64;Ida
01/01/2019 05:34:06 AM;01/01/2019 05:32:56 AM;4848320;TROLE;B;Ida
01/01/2019 05:34:18 AM;01/01/2019 04:07:48 AM;4555967;Cor 3 Rojo;L32;Vuelta
01/01/2019 05:34:22 AM;01/01/2019 04:07:48 AM;4555967;Cor 3 Rojo;L32;Vuelta
01/01/2019 05:34:28 AM;01/01/2019 04:07:48 AM;4555967;Cor 3 Rojo;L32;Vuelta
01/01/2019 05:34:38 AM;01/01/2019 05:30:06 AM;5454211;Cor 1 Naranja;L18;Vuelta
01/01/2019 05:34:47 AM;01/01/2019 05:30:06 AM;5454211;Cor 1 Naranja;L18;Vuelta
01/01/2019 05:34:48 AM;01/01/2019 05:30:24 AM;5055897;Cor 5 Amarillo;L52;Vuelta
01/01/2019 05:34:51 AM;01/01/2019 05:30:06 AM;5454211;Cor 1 Naranja;L18;Vuelta
01/01/2019 05:35:08 AM;01/01/2019 05:05:47 AM;5266367;Cor 2 Azul;L25;Ida
01/01/2019 05:35:16 AM;01/01/2019 05:31:49 AM;5098072;Cor 5 Amarillo;L50;Ida
01/01/2019 05:35:25 AM;01/01/2019 05:31:49 AM;3976362;Cor 5 Amarillo;L50;Ida
01/01/2019 05:35:27 AM;01/01/2019 05:31:49 AM;3976362;Cor 5 Amarillo;L50;Ida
01/01/2019 05:35:33 AM;01/01/2019 05:31:49 AM;5223535;Cor 5 Amarillo;L50;Ida
01/01/2019 05:35:36 AM;01/01/2019 05:31:49 AM;5223535;Cor 5 Amarillo;L50;Ida
01/01/2019 05:35:55 AM;01/01/2019 05:29:12 AM;3224248;Cor 5 Amarillo;L53;Vuelta
01/01/2019 05:35:58 AM;01/01/2019 05:02:23 AM;6023359;Cor 8 Rojo;L82;Ida
01/01/2019 05:36:44 AM;01/01/2019 05:20:09 AM;5637316;Cor 6 Naranja;L60;Ida
01/01/2019 05:38:25 AM;01/01/2019 05:10:49 AM;4937861;Cor 7 Azul;L71;Ida
01/01/2019 05:38:39 AM;01/01/2019 05:29:47 AM;4900755;TROLE;A;Ida
01/01/2019 05:38:42 AM;01/01/2019 05:29:47 AM;4900755;TROLE;A;Ida
01/01/2019 05:39:42 AM;01/01/2019 05:09:17 AM;5812685;Cor 6 Naranja;L64;Vuelta
01/01/2019 05:39:47 AM;01/01/2019 05:04:48 AM;4045202;Cor 7 Azul;L74;Vuelta
01/01/2019 05:40:22 AM;01/01/2019 05:00:03 AM;3137040;Cor 1 Naranja;L10;Ida
01/01/2019 05:40:22 AM;01/01/2019 05:17:14 AM;3453352;Cor 6 Naranja;L62;Vuelta
01/01/2019 05:40:32 AM;01/01/2019 05:21:08 AM;8003590;Cor 1 Naranja;L14;Vuelta
01/01/2019 05:40:55 AM;01/01/2019 05:31:30 AM;5612248;Cor 7 Azul;L70;Ida
01/01/2019 05:41:11 AM;01/01/2019 04:10:43 AM;5285261;Cor 3 Rojo;L35;Vuelta
01/01/2019 05:41:16 AM;01/01/2019 05:32:56 AM;4862479;TROLE;B;Ida
01/01/2019 05:41:34 AM;01/01/2019 05:25:45 AM;2540988;Cor 1 Naranja;L10;Vuelta
01/01/2019 05:42:10 AM;01/01/2019 05:05:17 AM;3894445;Cor 1 Naranja;L16;Ida
01/01/2019 05:42:54 AM;01/01/2019 05:42:45 AM;6081231;Cor 5 Amarillo;L51;Ida
01/01/2019 05:43:41 AM;01/01/2019 05:05:50 AM;5836912;Cor 1 Naranja;L17;Vuelta
01/01/2019 05:44:03 AM;01/01/2019 05:34:54 AM;5182656;TROLE;A;Ida
01/01/2019 05:44:13 AM;01/01/2019 04:07:48 AM;5698162;Cor 3 Rojo;L32;Vuelta
01/01/2019 05:44:16 AM;01/01/2019 05:30:22 AM;5149251;Cor 6 Naranja;L60;Ida
01/01/2019 05:45:54 AM;01/01/2019 05:42:45 AM;2960759;Cor 5 Amarillo;L51;Ida
01/01/2019 05:45:56 AM;01/01/2019 05:42:45 AM;2960759;Cor 5 Amarillo;L51;Ida
01/01/2019 05:46:51 AM;01/01/2019 04:07:48 AM;8089663;Cor 3 Rojo;L32;Vuelta
01/01/2019 05:46:51 AM;01/01/2019 05:42:45 AM;3361880;Cor 5 Amarillo;L51;Ida
01/01/2019 05:46:59 AM;01/01/2019 04:58:53 AM;3238586;Cor 1 Naranja;L11;Vuelta
01/01/2019 05:46:59 AM;01/01/2019 05:05:17 AM;5900739;Cor 1 Naranja;L16;Ida
01/01/2019 05:47:01 AM;01/01/2019 04:58:53 AM;3238586;Cor 1 Naranja;L11;Vuelta
01/01/2019 05:47:28 AM;01/01/2019 05:05:50 AM;5836912;Cor 1 Naranja;L17;Vuelta
01/01/2019 05:47:29 AM;01/01/2019 05:41:20 AM;5351074;Cor 1 Naranja;L10;Ida
01/01/2019 05:47:59 AM;01/01/2019 05:41:20 AM;4161469;Cor 1 Naranja;L10;Ida
01/01/2019 05:48:08 AM;01/01/2019 05:24:20 AM;4235094;Cor 6 Naranja;L64;Ida
01/01/2019 05:48:10 AM;01/01/2019 05:40:29 AM;5227348;Cor 2 Azul;L22;Vuelta
01/01/2019 05:48:23 AM;01/01/2019 05:41:20 AM;4023671;Cor 1 Naranja;L10;Ida
01/01/2019 05:48:33 AM;01/01/2019 05:20:09 AM;5332964;Cor 6 Naranja;L60;Ida
01/01/2019 05:48:35 AM;01/01/2019 05:20:09 AM;5332964;Cor 6 Naranja;L60;Ida
01/01/2019 05:48:43 AM;01/01/2019 05:39:33 AM;3448568;Cor 4 Amarillo;L41;Ida
01/01/2019 05:48:45 AM;01/01/2019 05:39:33 AM;3448568;Cor 4 Amarillo;L41;Ida
01/01/2019 05:48:55 AM;01/01/2019 04:58:53 AM;4913347;Cor 1 Naranja;L11;Vuelta
01/01/2019 05:49:33 AM;01/01/2019 05:39:33 AM;3088155;Cor 4 Amarillo;L41;Ida
01/01/2019 05:49:48 AM;01/01/2019 05:49:41 AM;4922646;Cor 2 Azul;L27;Ida
01/01/2019 05:49:50 AM;01/01/2019 05:41:20 AM;5991146;Cor 1 Naranja;L10;Ida
01/01/2019 05:49:52 AM;01/01/2019 05:41:20 AM;5991146;Cor 1 Naranja;L10;Ida
01/01/2019 05:49:54 AM;01/01/2019 05:41:20 AM;5991146;Cor 1 Naranja;L10;Ida
01/01/2019 05:50:09 AM;01/01/2019 05:17:03 AM;4283713;Cor 1 Naranja;L14;Vuelta
01/01/2019 05:50:12 AM;01/01/2019 05:04:48 AM;5635182;Cor 7 Azul;L74;Vuelta
01/01/2019 05:50:15 AM;01/01/2019 05:35:57 AM;2831556;Cor 1 Naranja;L11;Ida
01/01/2019 05:50:16 AM;01/01/2019 05:49:41 AM;5258854;Cor 2 Azul;L27;Ida
01/01/2019 05:50:17 AM;01/01/2019 05:35:57 AM;2831556;Cor 1 Naranja;L11;Ida
01/01/2019 05:50:23 AM;01/01/2019 05:17:03 AM;5268584;Cor 1 Naranja;L14;Vuelta
01/01/2019 05:50:34 AM;01/01/2019 04:58:35 AM;3444703;Cor 6 Naranja;L60;Vuelta
01/01/2019 05:50:50 AM;01/01/2019 05:31:30 AM;5241178;Cor 7 Azul;L70;Ida
01/01/2019 05:51:06 AM;01/01/2019 05:35:57 AM;3965131;Cor 1 Naranja;L11;Ida
01/01/2019 05:51:11 AM;01/01/2019 04:26:42 AM;8081930;Cor 2 Azul;L26;Vuelta
01/01/2019 05:51:24 AM;01/01/2019 04:07:48 AM;4475639;Cor 3 Rojo;L32;Vuelta
01/01/2019 05:52:26 AM;01/01/2019 05:02:04 AM;6084715;Cor 6 Naranja;L68;Vuelta
01/01/2019 05:52:44 AM;01/01/2019 05:46:53 AM;3009828;Cor 5 Amarillo;L50;Vuelta
01/01/2019 05:53:02 AM;01/01/2019 05:04:39 AM;3417357;Cor 6 Naranja;L60;Vuelta
01/01/2019 05:54:24 AM;01/01/2019 05:45:50 AM;3890134;Cor 2 Azul;L24;Vuelta
01/01/2019 05:54:54 AM;01/01/2019 05:41:20 AM;4903002;Cor 1 Naranja;L10;Ida
01/01/2019 05:54:57 AM;01/01/2019 05:37:19 AM;5978127;Cor 3 Rojo;L33;Vuelta
01/01/2019 05:55:00 AM;01/01/2019 05:30:02 AM;5534502;Lín Anu Amarillo;A601;Ida
01/01/2019 05:55:03 AM;01/01/2019 05:37:19 AM;5978127;Cor 3 Rojo;L33;Vuelta
01/01/2019 05:55:08 AM;01/01/2019 05:36:39 AM;5201347;Cor 6 Naranja;L67;Ida
01/01/2019 05:55:09 AM;01/01/2019 05:30:22 AM;3840249;Cor 6 Naranja;L60;Ida
01/01/2019 05:55:26 AM;01/01/2019 05:53:09 AM;4448821;Cor 6 Naranja;L63;Ida
01/01/2019 05:55:55 AM;01/01/2019 05:41:20 AM;4221819;Cor 1 Naranja;L10;Ida
01/01/2019 05:55:58 AM;01/01/2019 05:39:33 AM;4833460;Cor 4 Amarillo;L41;Ida
01/01/2019 05:56:04 AM;01/01/2019 05:46:11 AM;5229767;Cor 2 Azul;L24;Ida
01/01/2019 05:56:27 AM;01/01/2019 05:36:21 AM;3046317;Cor 2 Azul;L22;Ida
01/01/2019 05:56:35 AM;01/01/2019 05:47:43 AM;4615415;Cor 1 Naranja;L11;Vuelta
01/01/2019 05:56:39 AM;01/01/2019 05:47:43 AM;4615415;Cor 1 Naranja;L11;Vuelta
01/01/2019 05:56:52 AM;01/01/2019 04:30:24 AM;4362094;Cor 4 Amarillo;L40;Vuelta
01/01/2019 05:56:52 AM;01/01/2019 04:47:06 AM;8011134;Cor 6 Naranja;L65;Vuelta
01/01/2019 05:56:56 AM;01/01/2019 05:25:45 AM;4848320;Cor 1 Naranja;L10;Vuelta
01/01/2019 05:57:00 AM;01/01/2019 05:00:52 AM;5598612;Cor 2 Azul;L20;Vuelta
01/01/2019 05:57:59 AM;01/01/2019 05:40:23 AM;4240654;Cor 5 Amarillo;L52;Ida
01/01/2019 05:58:05 AM;01/01/2019 05:46:11 AM;3702136;Cor 2 Azul;L24;Ida
01/01/2019 05:58:41 AM;01/01/2019 05:31:30 AM;3639549;Cor 7 Azul;L70;Ida
01/01/2019 05:58:41 AM;01/01/2019 05:53:09 AM;4808555;Cor 6 Naranja;L63;Ida
01/01/2019 05:58:48 AM;01/01/2019 05:46:53 AM;3017344;Cor 5 Amarillo;L50;Vuelta
01/01/2019 05:58:58 AM;01/01/2019 04:07:48 AM;5247822;Cor 3 Rojo;L32;Vuelta
01/01/2019 05:59:39 AM;01/01/2019 05:39:51 AM;5145003;Cor 1 Naranja;L15;Vuelta
01/01/2019 05:59:50 AM;01/01/2019 05:31:30 AM;2747669;Cor 7 Azul;L70;Ida
01/01/2019 05:59:55 AM;01/01/2019 05:31:30 AM;3224248;Cor 7 Azul;L70;Ida
01/01/2019 06:00:01 AM;01/01/2019 04:16:37 AM;3577555;Cor 1 Naranja;L10;Vuelta
01/01/2019 06:00:18 AM;01/01/2019 05:25:45 AM;5431041;Cor 1 Naranja;L10;Vuelta
01/01/2019 06:00:18 AM;01/01/2019 05:17:14 AM;5267559;Cor 6 Naranja;L62;Vuelta
01/01/2019 06:01:13 AM;01/01/2019 05:40:29 AM;5947887;Cor 2 Azul;L22;Vuelta
01/01/2019 06:01:41 AM;01/01/2019 05:51:35 AM;5331684;Cor 2 Azul;L28;Vuelta
01/01/2019 06:01:44 AM;01/01/2019 05:31:30 AM;2747669;Cor 7 Azul;L70;Ida
01/01/2019 06:01:48 AM;01/01/2019 04:26:42 AM;3081430;Cor 2 Azul;L26;Vuelta
01/01/2019 06:01:53 AM;01/01/2019 04:16:37 AM;2286077;Cor 1 Naranja;L10;Vuelta
01/01/2019 06:02:07 AM;01/01/2019 05:51:35 AM;5331684;Cor 2 Azul;L28;Vuelta
01/01/2019 06:02:08 AM;01/01/2019 05:52:17 AM;8009540;Cor 1 Naranja;L14;Ida
01/01/2019 06:02:24 AM;01/01/2019 05:25:45 AM;5055897;Cor 1 Naranja;L10;Vuelta
01/01/2019 06:02:36 AM;01/01/2019 05:55:20 AM;4627815;Cor 2 Azul;L23;Ida
01/01/2019 06:02:40 AM;01/01/2019 05:41:20 AM;8073615;Cor 1 Naranja;L10;Ida
01/01/2019 06:03:11 AM;01/01/2019 05:41:20 AM;5765860;Cor 1 Naranja;L10;Ida
01/01/2019 06:03:17 AM;01/01/2019 04:16:37 AM;4660357;Cor 1 Naranja;L10;Vuelta
01/01/2019 06:03:22 AM;01/01/2019 06:01:23 AM;4401059;Cor 8 Rojo;L84;Ida
01/01/2019 06:03:25 AM;01/01/2019 05:04:48 AM;3081838;Cor 7 Azul;L74;Vuelta
01/01/2019 06:03:27 AM;01/01/2019 05:04:48 AM;3081838;Cor 7 Azul;L74;Vuelta
01/01/2019 06:03:29 AM;01/01/2019 06:01:09 AM;5522779;Cor 6 Naranja;L66;Vuelta
01/01/2019 06:03:32 AM;01/01/2019 05:04:48 AM;5804256;Cor 7 Azul;L74;Vuelta
01/01/2019 06:03:44 AM;01/01/2019 04:26:42 AM;6058243;Cor 2 Azul;L26;Vuelta
01/01/2019 06:03:44 AM;01/01/2019 04:07:48 AM;3112679;Cor 3 Rojo;L32;Vuelta
01/01/2019 06:04:03 AM;01/01/2019 06:01:38 AM;4401515;Cor 3 Rojo;L30;Ida
01/01/2019 06:04:50 AM;01/01/2019 05:32:56 AM;4765207;TROLE;B;Vuelta
01/01/2019 06:05:10 AM;01/01/2019 05:29:25 AM;3130097;Cor 1 Naranja;L13;Ida
01/01/2019 06:05:12 AM;01/01/2019 05:29:25 AM;5705270;Cor 1 Naranja;L13;Ida
01/01/2019 06:05:15 AM;01/01/2019 05:29:25 AM;2110101;Cor 1 Naranja;L13;Ida
01/01/2019 06:05:15 AM;01/01/2019 05:46:53 AM;5025221;Cor 5 Amarillo;L50;Vuelta
01/01/2019 06:05:15 AM;01/01/2019 05:59:44 AM;4924889;Cor 5 Amarillo;L53;Ida
01/01/2019 06:05:35 AM;01/01/2019 06:00:02 AM;4183881;Cor 3 Rojo;L34;Ida
01/01/2019 06:05:37 AM;01/01/2019 05:01:46 AM;5197725;Cor 3 Rojo;L30;Vuelta
01/01/2019 06:05:38 AM;01/01/2019 05:42:52 AM;8006121;Cor 2 Azul;L26;Ida
01/01/2019 06:05:52 AM;01/01/2019 05:15:47 AM;5818862;Cor 8 Rojo;L81;Ida
01/01/2019 06:05:56 AM;01/01/2019 06:00:02 AM;5153644;Cor 3 Rojo;L34;Ida
01/01/2019 06:05:57 AM;01/01/2019 05:59:44 AM;3710565;Cor 5 Amarillo;L53;Ida
01/01/2019 06:06:09 AM;01/01/2019 06:01:09 AM;8086150;Cor 6 Naranja;L66;Vuelta
01/01/2019 06:06:33 AM;01/01/2019 06:01:23 AM;8002459;Cor 8 Rojo;L84;Ida
01/01/2019 06:06:53 AM;01/01/2019 06:01:09 AM;8086150;Cor 6 Naranja;L66;Vuelta
01/01/2019 06:07:03 AM;01/01/2019 06:01:38 AM;6199538;Cor 3 Rojo;L30;Ida
01/01/2019 06:07:39 AM;01/01/2019 06:03:43 AM;6082350;Cor 5 Amarillo;L45;Ida
01/01/2019 06:07:48 AM;01/01/2019 05:41:20 AM;4276432;Cor 1 Naranja;L10;Ida
01/01/2019 06:08:10 AM;01/01/2019 05:29:25 AM;5339344;Cor 1 Naranja;L13;Ida
01/01/2019 06:08:11 AM;01/01/2019 04:26:42 AM;2670013;Cor 2 Azul;L26;Vuelta
01/01/2019 06:08:12 AM;01/01/2019 05:29:25 AM;5339344;Cor 1 Naranja;L13;Ida
01/01/2019 06:08:14 AM;01/01/2019 05:29:25 AM;5339344;Cor 1 Naranja;L13;Ida
01/01/2019 06:08:15 AM;01/01/2019 06:01:23 AM;3146694;Cor 8 Rojo;L84;Ida
01/01/2019 06:08:16 AM;01/01/2019 05:29:25 AM;5339344;Cor 1 Naranja;L13;Ida
01/01/2019 06:08:19 AM;01/01/2019 05:29:25 AM;5339344;Cor 1 Naranja;L13;Ida
01/01/2019 06:08:30 AM;01/01/2019 06:00:02 AM;5076282;Cor 3 Rojo;L34;Ida
01/01/2019 06:08:35 AM;01/01/2019 05:29:25 AM;5879580;Cor 1 Naranja;L13;Ida
01/01/2019 06:08:36 AM;01/01/2019 05:05:43 AM;4974180;Cor 2 Azul;L21;Vuelta
01/01/2019 06:09:32 AM;01/01/2019 05:59:53 AM;2931404;Cor 3 Rojo;L32;Ida
01/01/2019 06:09:49 AM;01/01/2019 06:03:43 AM;5340707;Cor 5 Amarillo;L45;Ida
01/01/2019 06:09:57 AM;01/01/2019 05:30:06 AM;3731657;Cor 1 Naranja;L18;Vuelta
01/01/2019 06:09:57 AM;01/01/2019 05:40:05 AM;2207567;Cor 7 Azul;L73;Ida
01/01/2019 06:10:15 AM;01/01/2019 06:03:43 AM;3378319;Cor 5 Amarillo;L45;Ida
01/01/2019 06:10:15 AM;01/01/2019 05:17:03 AM;5376847;Cor 1 Naranja;L14;Vuelta
01/01/2019 06:10:23 AM;01/01/2019 05:00:52 AM;5065064;Cor 2 Azul;L20;Vuelta
01/01/2019 06:10:30 AM;01/01/2019 05:22:48 AM;3126649;Cor 3 Rojo;L36;Vuelta
01/01/2019 06:11:11 AM;01/01/2019 05:32:56 AM;5729129;TROLE;B;Vuelta
